,Overall Qual,Gr Liv Area,Exter Qual,Kitchen Qual,Total Bsmt SF,Garage Area,1st Flr SF,Bsmt Qual,Year Built,Garage Finish,Year Remod/Add,Fireplace Qu,Full Bath,Foundation_PConc,Mas Vnr Area,Heating QC,Neighborhood_NridgHt,BsmtFin SF 1,Bsmt Exposure,Mas Vnr Type_None,Garage Type_Detchd,Sale Type_New,Garage Type_Attchd,MS SubClass_C060,Foundation_CBlock,BsmtFin Type 1,Exterior 1st_VinylSd,Lot Frontage,Open Porch SF,Exterior 2nd_VinylSd,Wood Deck SF,Mas Vnr Type_Stone,Lot Area,Lot Shape,Paved Drive,Garage Qual,Bsmt Full Bath,Half Bath,MS Zoning_RM,Roof Style_Hip,Garage Cond,Neighborhood_NoRidge,Mas Vnr Type_BrkFace,Neighborhood_StoneBr,Roof Style_Gable,2nd Flr SF,MS SubClass_C030,Electrical,MS Zoning_RL,Garage Type_NA,Foundation_BrkTil,Bsmt Cond,Garage Type_BuiltIn,Sale Type_WD ,Land Contour_HLS,Neighborhood_OldTown,House Style_2Story,House Style_1.5Fin,Exterior 1st_Wd Sdng,Bsmt Unf SF,Neighborhood_NAmes,Neighborhood_IDOTRR,MS SubClass_C050,Neighborhood_Edwards,Exterior 2nd_Wd Sdng,Exterior 1st_CemntBd,Lot Config_CulDSac,Fence,Exterior 2nd_CmentBd,Neighborhood_Somerst,Exterior 1st_MetalSd,Exterior 2nd_MetalSd,Bedroom AbvGr,Enclosed Porch,Neighborhood_BrkSide,Screen Porch,Neighborhood_Sawyer,Exterior 1st_AsbShng,MS Zoning_C (all),Functional,Kitchen AbvGr,Condition 1_Artery,Foundation_Slab,Neighborhood_Timber,MS SubClass_C160,Exterior 1st_HdBoard,Condition 1_Feedr,Bldg Type_Twnhs,Neighborhood_MeadowV,Bldg Type_2fmCon,Condition 1_Norm,Exterior 2nd_AsbShng,MS SubClass_C190,Sale Type_COD,Condition 1_PosN,MS Zoning_FV,Bldg Type_1Fam,Bldg Type_Duplex,MS SubClass_C090,Exterior 2nd_HdBoard,MS SubClass_C120
485,5,827,2,2,0.0,392.0,827,0,1955,1,2007,1,1,0,0.0,4,0,0.0,0,1,1,0,0,0,0,0,1,60.0,0,1,0,0,7200,3,2,3,0.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
486,6,1484,2,2,742.0,0.0,742,3,1914,0,2001,4,2,0,0.0,4,0,0.0,1,1,0,0,0,0,1,1,0,35.0,291,0,0,0,6300,3,2,0,0.0,0,1,0,0,0,0,0,1,742,0,4,0,1,0,3,0,1,0,1,0,0,1,742.0,0,0,0,0,0,0,0,0,0,0,0,0,3,134,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
487,5,764,2,2,680.0,504.0,764,2,1925,1,2004,0,1,0,0.0,3,0,0.0,1,1,1,0,0,0,0,1,0,30.0,0,0,0,0,5232,0,0,3,0.0,0,1,0,3,0,0,0,1,0,1,1,0,0,1,3,0,1,0,1,0,0,1,680.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
488,9,1792,3,4,1792.0,874.0,1792,5,2003,3,2004,4,2,1,562.0,4,1,1567.0,4,0,0,0,1,0,0,6,1,72.0,49,1,206,0,11846,2,2,3,1.0,0,0,1,3,0,1,0,0,0,0,4,1,0,0,3,0,1,1,0,0,0,0,225.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
489,8,2649,3,3,1479.0,746.0,1515,5,2001,3,2002,3,2,1,1110.0,4,1,1075.0,2,0,0,0,1,1,0,6,1,130.0,60,1,0,0,16900,3,2,3,1.0,1,0,0,3,0,1,0,1,1134,0,4,1,0,0,3,0,1,0,0,1,0,0,404.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
490,6,1593,2,2,808.0,389.0,808,4,1992,2,1993,3,2,1,0.0,3,0,0.0,1,1,0,0,0,1,0,1,1,69.0,40,1,342,0,9636,2,2,3,0.0,1,0,0,3,0,0,0,1,785,0,4,1,0,0,3,1,1,0,0,1,0,0,808.0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
491,4,1181,2,2,1138.0,588.0,1181,4,1972,2,1972,0,2,0,0.0,2,0,920.0,3,1,1,0,0,0,1,4,0,90.0,0,0,0,0,10012,3,2,3,1.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,38.0,0,0,0,1,0,0,0,3,0,0,0,0,3,180,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
492,8,1987,3,3,1986.0,691.0,1987,4,1994,3,1994,3,2,1,554.0,4,0,1314.0,4,0,0,0,1,0,0,6,0,91.0,36,0,262,0,14303,2,2,3,1.0,0,0,1,3,1,1,0,0,0,0,4,1,0,0,3,0,1,0,0,0,0,0,672.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
493,6,1242,2,2,583.0,180.0,647,3,1935,1,1950,4,1,0,0.0,3,0,0.0,1,1,1,0,0,0,0,1,0,43.0,96,0,329,0,5707,3,2,2,0.0,1,0,0,3,0,0,0,1,595,0,2,1,0,1,3,0,1,0,0,1,0,1,583.0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
494,6,976,2,3,976.0,504.0,976,3,1968,2,2004,2,1,0,203.0,2,0,760.0,3,0,0,0,1,0,1,5,0,78.0,0,0,94,0,9360,3,2,3,1.0,0,0,1,3,0,1,0,0,0,0,4,1,0,0,3,0,1,0,0,0,0,0,216.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
495,5,1214,2,2,969.0,216.0,969,3,1901,1,1950,0,1,0,0.0,2,0,0.0,1,1,1,0,0,0,1,1,0,40.0,0,0,0,0,5680,3,0,3,0.0,0,1,0,3,0,0,0,1,245,0,3,0,0,0,3,0,1,0,1,0,1,0,969.0,0,0,1,0,0,0,0,3,0,0,0,0,2,77,0,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
496,5,864,2,2,864.0,336.0,864,3,1962,1,1962,0,1,0,0.0,3,0,468.0,1,1,0,0,1,0,1,4,0,70.0,0,0,0,0,7000,3,2,3,0.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,1,396.0,1,0,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
497,6,1639,2,2,1064.0,240.0,1166,3,1936,1,1950,0,1,0,0.0,4,0,0.0,1,1,1,0,0,0,0,1,0,51.0,0,0,0,0,10480,3,2,3,0.0,0,0,0,3,0,0,0,1,0,0,3,1,0,1,3,0,1,0,0,0,1,0,1064.0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
498,9,1736,4,4,1736.0,834.0,1736,5,2008,2,2008,4,2,1,302.0,4,1,0.0,1,0,0,0,1,0,0,1,1,95.0,90,1,319,1,11578,3,2,3,0.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,1736.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
499,5,1535,2,2,0.0,400.0,1535,0,1979,1,1979,0,2,0,0.0,2,0,0.0,0,1,0,0,1,0,0,0,0,64.0,0,0,0,0,7018,3,2,3,0.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
500,6,1632,2,3,800.0,484.0,800,3,1966,1,2000,0,1,0,252.0,3,0,400.0,1,0,0,0,1,1,1,6,0,69.0,40,0,0,0,9130,3,2,3,0.0,1,0,1,3,0,1,0,0,832,0,4,1,0,0,3,0,1,0,0,1,0,0,336.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
501,3,725,2,2,630.0,320.0,725,3,1890,1,1998,0,1,0,0.0,2,0,0.0,1,1,1,0,0,0,0,1,1,60.0,30,1,0,0,10800,3,2,3,0.0,1,0,0,3,0,0,0,1,0,1,3,1,0,1,3,0,1,0,1,0,0,0,630.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
502,7,1720,3,3,840.0,440.0,840,4,2004,3,2004,4,2,1,0.0,4,0,0.0,1,1,0,0,1,1,0,1,1,62.0,48,1,100,0,8244,2,2,3,0.0,1,0,0,3,0,0,0,1,880,0,4,1,0,0,3,0,1,0,0,1,0,0,840.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
503,4,936,1,2,936.0,576.0,936,2,1953,1,1953,0,1,0,0.0,2,0,0.0,1,1,1,0,0,0,1,1,0,60.0,32,0,0,0,6000,3,2,3,0.0,0,1,0,3,0,0,0,1,0,0,4,0,0,0,3,0,1,0,1,0,0,0,936.0,0,0,0,0,0,0,0,0,0,0,1,1,2,112,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
504,8,1589,3,3,1406.0,630.0,1589,4,2003,3,2003,3,2,1,72.0,4,0,1084.0,4,0,0,0,1,0,0,6,1,69.0,20,1,143,0,3621,3,2,3,1.0,0,0,1,3,0,1,0,0,0,0,4,1,0,0,3,0,1,0,0,0,0,0,322.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
505,6,1571,3,2,799.0,380.0,799,4,1993,2,1994,3,2,1,0.0,3,0,0.0,1,1,0,0,1,1,0,1,1,59.0,40,1,0,0,7837,2,2,3,0.0,1,0,0,3,0,0,0,1,772,0,4,1,0,0,3,0,1,0,0,1,0,0,799.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
506,7,1479,3,3,1453.0,558.0,1479,4,2003,2,2003,0,2,1,167.0,4,0,1013.0,3,0,0,0,1,0,0,6,1,72.0,29,1,144,0,10665,2,2,3,1.0,0,0,0,3,0,1,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,440.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
507,5,1632,3,2,784.0,898.0,784,3,1969,2,1969,3,1,0,178.0,4,0,496.0,4,0,0,0,1,1,1,4,1,70.0,173,1,0,0,10457,2,2,3,0.0,1,0,0,3,0,1,0,1,848,0,4,1,0,0,3,0,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,4,368,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
508,5,864,2,2,864.0,360.0,864,3,1965,1,1965,1,1,0,0.0,3,0,553.0,1,1,1,0,0,0,1,3,0,60.0,0,0,0,0,8281,2,2,3,0.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,1,1,3,236,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
509,9,2713,4,4,1452.0,858.0,1476,5,2008,3,2008,4,2,1,268.0,4,1,1330.0,3,0,0,1,1,1,0,6,1,67.0,66,1,126,1,14948,2,2,3,1.0,1,0,1,3,0,0,0,0,1237,0,4,1,0,0,3,0,0,0,0,1,0,0,122.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
510,7,1479,2,3,624.0,312.0,743,3,1926,1,1997,4,1,0,0.0,4,0,424.0,1,1,1,0,0,0,0,5,0,43.0,0,0,530,0,7000,3,2,3,1.0,0,0,0,3,0,0,0,1,736,0,4,1,0,1,3,0,1,0,0,1,0,1,200.0,0,0,0,0,0,0,0,3,0,0,0,0,3,56,0,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
511,7,1576,3,3,1393.0,668.0,1576,4,2004,2,2004,3,2,1,24.0,4,0,1087.0,1,0,0,0,1,0,0,6,1,69.0,20,1,143,0,3940,3,2,3,1.0,0,1,1,3,0,1,0,0,0,0,4,0,0,0,3,0,1,0,0,0,0,0,306.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
512,7,1479,3,3,1468.0,577.0,1479,4,1999,2,2000,0,2,1,125.0,4,0,0.0,1,0,0,0,1,0,0,1,1,93.0,25,1,120,0,9382,2,2,3,0.0,0,0,0,3,0,1,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,1468.0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
513,5,1060,2,2,756.0,308.0,916,3,1925,1,1994,4,1,1,0.0,2,0,317.0,1,1,1,0,0,0,0,2,0,55.0,65,0,0,0,6854,3,2,2,1.0,0,0,0,3,0,0,0,1,144,0,3,1,0,0,3,0,1,0,0,0,0,0,212.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,150,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
514,4,943,2,3,0.0,308.0,943,0,1958,1,1994,0,1,0,0.0,2,0,0.0,0,1,1,0,0,0,0,0,0,69.0,0,0,0,0,11515,2,0,3,0.0,0,0,0,3,0,0,0,1,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,3,60,0,0,0,0,0,5,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
515,7,2183,3,3,1204.0,786.0,1377,4,1988,1,1988,0,2,1,178.0,3,0,1002.0,1,0,0,0,1,0,0,6,0,69.0,0,0,0,0,13837,2,2,3,0.0,1,0,0,3,0,1,0,1,806,0,4,1,0,0,4,0,1,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
516,7,1949,3,3,1050.0,574.0,1062,4,1993,3,1994,3,2,1,246.0,4,0,750.0,1,0,0,0,1,1,0,6,0,80.0,90,0,156,0,9938,3,2,3,1.0,1,0,0,3,0,1,0,1,887,0,4,1,0,0,3,0,1,0,0,1,0,0,300.0,0,0,0,0,0,0,0,4,0,0,1,1,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
517,10,1824,4,4,1824.0,932.0,1824,5,2006,3,2007,4,2,1,242.0,4,0,0.0,4,0,0,1,1,0,0,1,0,85.0,36,0,160,0,12633,2,2,3,0.0,0,0,1,3,0,1,0,0,0,0,4,1,0,0,3,0,0,1,0,0,0,0,1824.0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,108,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
518,6,1930,2,2,720.0,316.0,1146,3,1927,1,1950,0,2,0,0.0,1,0,522.0,1,1,0,0,1,0,1,4,0,57.0,0,0,0,0,6876,3,2,3,1.0,0,1,0,3,0,0,0,1,784,0,4,0,0,0,2,0,1,0,0,1,0,0,198.0,0,1,0,0,0,0,0,3,0,0,0,0,4,213,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
519,10,2393,4,4,970.0,846.0,1469,4,1998,3,1999,3,2,1,0.0,4,0,128.0,2,1,0,0,1,0,0,4,0,36.0,90,0,0,0,3951,2,2,3,1.0,1,0,0,3,0,0,0,1,924,0,4,0,0,0,3,0,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,94,0,0,0,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
520,5,2014,3,2,716.0,624.0,1007,2,1900,1,2005,0,2,1,0.0,4,0,0.0,1,1,1,0,0,0,0,1,0,62.0,72,0,0,0,9856,3,2,3,0.0,0,1,1,3,0,0,0,0,1007,0,3,0,0,0,3,0,1,0,1,1,0,0,716.0,0,0,0,0,0,1,0,0,1,0,0,0,5,167,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
521,4,1242,2,2,484.0,336.0,1242,3,1946,1,1950,0,1,0,0.0,2,0,0.0,1,1,0,0,1,0,1,1,0,84.0,0,0,0,0,17808,3,0,3,0.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,1,484.0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
522,7,2000,2,2,996.0,650.0,996,4,1993,3,1994,3,2,1,94.0,4,0,758.0,3,0,0,0,1,1,0,2,0,74.0,48,0,190,0,9627,3,2,3,0.0,1,0,0,3,0,1,0,1,1004,0,4,1,0,0,3,0,1,0,0,1,0,0,238.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
523,6,1412,2,2,780.0,280.0,825,3,1939,1,1950,4,1,0,0.0,4,0,0.0,1,1,1,0,0,0,1,1,0,50.0,0,0,45,0,6000,3,2,3,0.0,0,1,0,3,0,0,0,1,587,0,2,0,0,0,3,0,1,0,0,0,1,0,780.0,0,0,1,0,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
524,5,990,2,2,990.0,440.0,990,3,1994,2,1994,0,1,1,0.0,4,0,755.0,1,1,0,0,1,0,0,5,1,65.0,0,1,66,0,9757,3,2,3,1.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,235.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,92,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
525,5,1342,2,2,1342.0,256.0,1342,2,1951,1,1951,0,1,0,0.0,4,0,557.0,1,1,1,0,0,0,1,5,0,58.0,0,0,0,0,9280,3,2,3,1.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,1,785.0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
526,9,1868,4,4,1868.0,1085.0,1868,5,2005,3,2005,4,2,1,568.0,4,1,1505.0,4,0,0,0,1,0,0,6,1,120.0,56,1,354,0,14780,2,2,3,1.0,0,0,1,3,0,1,0,0,0,0,4,1,0,0,3,0,1,1,0,0,0,0,363.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,156,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
527,4,1363,2,2,622.0,528.0,741,2,1910,1,1950,0,1,0,0.0,3,0,0.0,1,1,1,0,0,0,1,1,1,60.0,0,1,0,0,7740,3,2,3,0.0,0,1,0,3,0,0,0,1,622,0,4,0,0,0,3,0,1,0,1,1,0,0,622.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,168,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
528,6,1632,2,2,1240.0,338.0,1632,3,1958,2,1988,4,2,0,183.0,3,0,620.0,1,0,0,0,1,0,1,3,0,80.0,0,0,289,0,9600,3,2,3,1.0,0,0,1,3,0,0,0,0,0,0,4,1,0,0,3,0,1,0,0,0,0,1,0.0,1,0,0,0,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
529,10,2296,4,4,1722.0,842.0,1728,5,2008,2,2008,4,2,1,420.0,4,1,1338.0,4,0,0,0,0,1,0,6,0,97.0,274,0,382,1,13478,2,2,3,1.0,1,0,0,3,0,0,0,1,568,0,4,1,0,0,3,1,0,0,0,1,0,0,384.0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
530,5,1678,2,2,1678.0,0.0,1678,3,1959,0,1959,0,2,0,74.0,2,0,0.0,1,0,0,0,0,0,1,1,1,65.0,0,1,0,0,10926,3,2,0,0.0,0,0,1,0,0,1,0,0,0,0,4,1,1,0,3,0,1,0,0,0,0,0,1678.0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
531,8,1296,3,3,1267.0,471.0,1296,5,2001,3,2002,0,2,1,136.0,4,0,1005.0,1,0,0,0,1,0,0,6,1,69.0,25,1,192,0,6853,2,2,3,1.0,0,0,0,3,0,1,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,262.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
532,6,1587,2,2,1587.0,525.0,1587,3,1971,1,1971,4,2,0,302.0,2,0,838.0,1,0,0,0,1,0,1,4,0,85.0,44,0,0,0,10667,3,2,3,0.0,0,0,0,3,0,1,0,1,0,0,4,1,0,0,3,0,1,0,0,0,0,0,749.0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
533,5,1298,2,2,720.0,256.0,854,3,1941,1,1950,4,1,0,0.0,4,0,626.0,1,1,1,0,0,0,1,3,0,45.0,0,0,84,0,8212,3,2,3,0.0,0,0,0,3,0,0,0,1,444,0,4,1,0,0,3,0,1,0,0,0,1,1,94.0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
534,5,1728,2,2,1728.0,504.0,1728,3,1963,1,1963,0,2,0,336.0,2,0,1332.0,1,0,1,0,0,0,1,3,0,70.0,0,0,0,0,9100,3,2,3,1.0,0,1,0,3,0,1,0,1,0,0,4,0,0,0,3,0,0,0,0,0,0,0,396.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
535,5,928,2,2,928.0,288.0,928,3,1957,3,1957,0,1,0,0.0,3,0,308.0,1,1,0,0,1,0,1,3,0,50.0,0,0,0,0,6000,3,2,3,0.0,0,1,1,3,0,0,0,0,0,0,3,0,0,0,3,0,1,0,1,0,0,0,620.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
536,7,1795,3,3,879.0,578.0,879,4,2005,2,2006,0,2,1,0.0,4,0,0.0,4,1,0,0,1,1,0,1,1,78.0,111,1,164,0,9316,3,2,3,0.0,1,0,0,3,0,0,0,1,916,0,4,1,0,0,3,0,1,0,0,1,0,0,879.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
537,6,1080,2,2,1080.0,288.0,1080,3,1958,1,1958,0,1,0,135.0,3,0,570.0,1,0,0,0,1,0,1,4,0,75.0,0,0,0,0,9464,3,2,3,0.0,0,0,1,3,0,1,0,0,0,0,4,1,0,0,3,0,1,0,0,0,0,0,510.0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,130,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
538,7,1779,2,3,866.0,546.0,866,4,1998,2,1998,0,2,1,0.0,4,0,0.0,3,1,0,0,1,1,0,1,1,80.0,36,1,198,0,10400,3,2,3,0.0,1,0,0,3,0,0,0,1,913,0,4,1,0,0,3,0,1,0,0,1,0,0,866.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
539,6,1635,2,3,485.0,255.0,1001,3,1910,1,2003,0,1,0,0.0,3,0,0.0,1,1,0,0,1,0,1,1,1,59.0,0,1,394,0,5310,3,2,2,0.0,0,1,1,3,0,0,0,0,634,0,4,0,0,0,2,0,1,0,1,0,1,0,485.0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
540,7,1220,3,3,1199.0,632.0,1220,4,2006,2,2006,0,2,1,84.0,4,0,684.0,3,0,0,1,1,0,0,6,1,64.0,54,1,105,1,7406,3,2,3,1.0,0,0,0,3,0,0,0,1,0,0,4,1,0,0,3,0,0,0,0,0,0,0,515.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
541,9,1310,3,3,1310.0,545.0,1310,5,2001,2,2001,3,1,1,179.0,4,0,1004.0,3,0,0,0,1,0,0,6,1,69.0,45,1,277,0,4538,2,2,3,1.0,1,0,0,3,0,1,0,1,0,0,4,0,0,0,3,0,1,0,0,0,0,0,306.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
542,5,1355,2,2,644.0,0.0,808,3,1940,0,1999,0,2,0,0.0,3,0,351.0,1,1,0,0,0,0,0,5,0,62.0,0,0,140,0,10106,3,2,0,1.0,0,0,0,0,0,0,0,1,547,0,4,1,1,1,3,0,1,0,0,0,1,1,112.0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
