,Total SF,Overall Qual,Interior Qual,Neighborhood Score,Exter Qual,Year Remod/Add,Foundation_PConc,BsmtFin SF 1,Bsmt Exposure,Mas Vnr Type_None,Garage Type_Detchd,Sale Type_New,MS SubClass_C060,Foundation_CBlock,Lot Frontage,Mas Vnr Type_Stone,Lot Area,Half Bath,Roof Style_Hip,Mas Vnr Type_BrkFace,Garage Type_NA,Foundation_BrkTil,Garage Type_BuiltIn,Land Contour_HLS
208,3532.0,7,27,37.68181818181818,3,2004,1,0.0,4,0,0,0,0,0,69.0,0,3196,0,0,1,0,0,0,0
209,3246.0,6,23,31.02439024390244,2,1977,0,841.0,3,1,0,0,0,1,72.0,0,9360,1,0,0,0,0,0,0
210,2668.0,6,25,30.33225806451613,2,1970,0,578.0,1,0,0,0,0,1,69.0,0,11241,0,0,1,0,0,0,0
211,2839.0,7,24,33.13793103448276,3,2007,1,0.0,2,1,0,0,0,0,81.0,0,9260,0,0,0,0,0,0,0
212,3522.0,7,25,36.49230769230768,3,2009,1,0.0,1,1,0,1,0,0,90.0,0,7993,0,0,0,0,0,0,0
213,2388.0,5,23,29.990990990990987,2,2003,0,634.0,1,1,0,0,0,1,94.0,0,9239,0,0,0,0,0,0,0
214,3153.0,5,21,28.17021276595745,2,1968,0,1070.0,4,1,0,0,0,1,60.0,0,10044,0,0,0,0,0,0,0
215,3281.0,8,27,37.68181818181818,3,2005,1,24.0,1,0,0,0,0,0,43.0,0,3182,0,0,1,0,0,0,0
216,2292.0,5,22,30.33225806451613,3,2005,0,931.0,1,1,0,0,0,1,60.0,0,7626,0,1,0,0,0,0,0
217,1518.0,4,18,29.607361963190183,2,1998,0,0.0,1,1,0,0,0,0,60.0,0,7008,0,0,0,0,1,0,0
218,3767.0,6,25,30.33225806451613,2,1953,0,1024.0,1,0,0,0,0,1,128.0,0,12160,0,1,1,0,0,0,0
219,2114.0,5,22,35.43661971830985,2,1950,1,0.0,1,1,0,0,0,0,50.0,0,6305,0,0,0,0,0,0,0
220,2849.0,6,24,34.5,2,2006,1,0.0,1,1,0,1,1,0,68.0,0,8846,1,0,0,0,0,0,0
221,2787.0,5,20,30.33225806451613,2,1961,0,915.0,1,1,0,0,0,1,69.0,0,10659,0,1,0,0,0,0,0
222,5547.0,8,24,39.42105263157895,3,1994,1,0.0,1,1,0,0,0,0,68.0,0,13108,1,0,0,0,0,0,0
223,3827.0,6,26,33.814814814814824,2,1975,0,429.0,4,1,0,0,0,1,69.0,0,13500,0,0,0,0,0,0,0
224,2214.0,7,26,34.913793103448285,2,2000,1,0.0,1,1,0,0,0,0,62.0,0,7750,1,0,0,0,0,1,0
225,2846.0,5,24,33.13793103448276,2,2004,1,836.0,1,1,1,0,0,0,60.0,0,12450,0,0,0,0,0,0,0
226,3579.0,6,24,31.02439024390244,2,1999,1,883.0,1,0,0,0,0,0,69.0,0,4500,0,1,1,0,0,0,0
227,4710.0,9,30,39.42105263157895,3,2007,1,0.0,1,0,0,0,1,0,77.0,0,11198,1,1,1,0,0,1,0
228,2755.0,5,21,35.43661971830985,2,1950,0,533.0,1,1,1,0,0,1,79.0,0,6221,0,0,0,0,0,0,0
229,4037.0,6,23,25.6231884057971,2,1963,0,375.0,1,0,0,0,0,1,120.0,0,13200,0,0,1,0,0,0,0
230,5518.0,9,30,40.459016393442624,4,2008,1,1540.0,1,0,0,1,0,0,65.0,0,8769,1,1,1,0,0,0,0
231,4013.0,6,26,36.770833333333336,3,1989,0,783.0,3,0,0,0,0,1,85.0,0,10200,0,0,1,0,0,0,0
232,3422.0,7,27,35.43661971830985,2,1970,0,216.0,1,1,1,0,0,0,60.0,0,9550,0,0,0,0,1,0,0
233,3265.0,7,23,36.770833333333336,2,1985,0,215.0,1,1,0,0,0,1,42.0,0,10331,0,0,0,0,0,0,0
234,2816.0,7,24,34.913793103448285,3,2005,1,655.0,4,0,0,0,0,0,59.0,1,9587,0,0,0,0,0,0,0
235,2144.0,5,16,29.607361963190183,3,2002,0,0.0,1,1,0,0,0,1,90.0,0,9900,0,0,0,1,0,0,0
236,4091.0,6,26,30.33225806451613,2,1991,0,1386.0,2,0,0,0,0,1,69.0,0,22002,1,0,1,0,0,0,0
237,4447.0,6,26,30.33225806451613,2,1968,0,448.0,1,0,0,0,1,1,100.0,0,13000,1,0,1,0,0,0,0
238,2948.0,6,24,30.33225806451613,2,1964,0,787.0,1,0,0,0,0,1,75.0,1,8250,0,1,0,0,0,0,0
239,3414.0,7,25,35.43661971830985,3,1950,0,526.0,1,0,1,0,0,0,81.0,0,8170,0,0,1,0,1,0,0
240,2862.0,5,20,28.17021276595745,2,2002,0,0.0,0,0,0,0,0,0,80.0,0,12048,0,0,1,0,0,0,0
241,3822.0,5,26,30.33225806451613,2,1952,0,40.0,2,0,0,0,0,1,89.0,1,10858,0,0,0,0,0,0,0
242,3660.0,6,28,40.459016393442624,3,2006,1,20.0,3,0,0,0,0,0,61.0,1,7577,0,0,0,0,0,0,0
243,3444.0,7,24,36.49230769230768,3,2008,1,902.0,1,0,0,1,0,0,62.0,1,7500,0,0,0,0,0,0,0
244,2608.0,6,22,29.607361963190183,2,1950,0,960.0,1,1,1,0,0,0,51.0,0,6120,0,0,0,0,1,0,0
245,3990.0,6,23,31.02439024390244,2,1979,0,776.0,4,1,0,0,0,1,69.0,0,23580,0,0,0,0,0,0,0
246,3811.0,7,28,39.42105263157895,3,1987,1,495.0,1,1,0,0,0,0,44.0,0,5306,0,0,0,0,0,0,0
247,2562.0,6,23,30.33225806451613,2,2000,0,824.0,1,0,0,0,0,1,70.0,0,8092,0,1,1,0,0,0,0
248,2166.0,4,22,30.33225806451613,2,1957,0,288.0,1,1,1,0,0,1,77.0,0,8593,0,1,0,0,0,0,0
249,1149.0,2,15,25.6231884057971,2,1950,0,0.0,0,1,1,0,0,0,64.0,0,11067,0,0,0,0,1,0,0
250,5239.0,8,27,38.60416666666666,3,1995,1,0.0,3,0,0,0,1,0,69.0,0,11929,1,0,1,0,0,0,0
251,3042.0,5,22,30.33225806451613,2,1966,1,1059.0,1,1,0,0,0,0,90.0,0,9900,0,1,0,0,0,0,0
252,1485.0,4,19,29.921052631578952,2,1950,1,120.0,1,1,0,0,0,0,50.0,0,4882,0,0,0,0,0,0,0
253,4511.0,8,27,34.5,3,2002,1,1358.0,3,0,0,0,0,0,69.0,0,11423,0,0,1,0,0,0,0
254,3353.0,7,24,34.5,3,2006,1,996.0,2,1,0,1,0,0,65.0,0,8772,0,0,0,0,0,0,0
255,3084.0,4,20,29.607361963190183,2,1985,0,0.0,1,1,1,0,0,0,63.0,0,7628,0,0,0,0,1,0,0
256,1350.0,5,13,28.17021276595745,2,1954,0,0.0,0,1,0,0,0,0,77.0,0,8335,0,0,0,1,0,0,0
257,4060.0,7,26,34.913793103448285,3,2001,1,544.0,3,0,0,0,1,0,71.0,0,8220,1,0,1,0,0,0,0
258,3171.0,3,17,29.607361963190183,2,1970,0,440.0,2,1,0,0,0,1,107.0,0,10615,0,0,0,0,0,0,0
259,2777.0,6,20,29.921052631578952,2,1950,0,300.0,1,1,1,0,0,1,50.0,0,6000,1,0,0,0,0,0,0
260,2297.0,3,15,29.921052631578952,2,1966,0,0.0,1,1,0,0,0,1,55.0,0,5350,0,0,0,1,0,0,0
261,1848.0,4,21,29.607361963190183,3,2005,1,0.0,1,1,1,0,0,0,60.0,0,5400,0,0,0,0,0,0,0
262,2611.0,5,23,31.02439024390244,2,1968,0,785.0,1,1,0,0,0,1,69.0,0,17979,0,0,0,0,0,0,0
263,2376.0,4,21,28.17021276595745,2,1953,0,767.0,1,0,0,0,0,1,68.0,1,9520,0,0,0,0,0,0,0
264,1292.0,4,14,29.921052631578952,1,1950,0,280.0,1,1,0,0,0,1,50.0,0,5330,0,1,0,1,0,0,1
265,3731.0,6,23,33.13793103448276,3,1992,1,430.0,1,1,0,0,0,0,50.0,0,8012,0,0,0,0,0,0,0
266,2492.0,5,21,29.990990990990987,2,1966,0,773.0,1,1,0,0,0,1,75.0,0,9000,0,0,0,0,0,0,0
267,2450.0,4,20,29.990990990990987,2,1964,0,513.0,1,1,1,0,0,1,62.0,0,14299,0,0,0,0,0,0,0
268,3871.0,7,27,36.49230769230768,3,2001,1,738.0,1,1,0,0,1,0,69.0,0,7050,1,0,0,0,0,0,0
269,2446.0,7,24,36.49230769230768,3,2005,1,0.0,1,1,1,0,0,0,30.0,0,3180,1,0,0,0,0,0,0
270,5797.0,8,29,40.459016393442624,3,2003,1,0.0,4,0,0,0,1,0,112.0,0,16451,1,0,1,0,0,1,0
271,2592.0,5,22,31.02439024390244,2,1984,0,207.0,2,1,0,0,0,1,76.0,0,12887,0,0,0,0,0,0,0
272,2613.0,6,22,34.913793103448285,3,2006,1,0.0,1,1,0,1,1,0,105.0,0,15578,1,0,0,0,0,0,0
273,2642.0,5,22,30.33225806451613,2,2002,0,398.0,1,1,1,0,0,1,60.0,0,7200,0,0,0,0,0,0,0
274,3575.0,6,23,33.87356321839081,2,1998,0,0.0,1,1,0,0,0,1,48.0,0,17043,0,0,0,0,0,0,0
275,3311.0,5,25,30.33225806451613,2,1956,0,678.0,3,0,0,0,0,1,125.0,0,10000,0,1,1,0,0,0,0
276,1860.0,6,18,28.17021276595745,2,2002,1,475.0,3,1,0,0,0,0,75.0,0,8050,0,0,0,1,0,0,0
277,3537.0,7,27,37.68181818181818,3,2006,1,16.0,3,0,0,0,0,0,43.0,0,3182,0,0,1,0,0,0,0
278,2885.0,6,24,35.0,2,1980,0,81.0,1,1,0,0,0,1,24.0,0,1950,1,0,0,0,0,0,0
279,2321.0,5,20,34.5,2,1972,0,138.0,1,1,1,0,0,1,70.0,0,7700,0,0,0,0,0,0,0
280,2919.0,5,24,29.921052631578952,2,1950,0,645.0,1,1,1,0,0,0,98.0,0,8731,0,0,0,0,1,0,0
281,5468.0,9,30,40.459016393442624,4,2008,1,1204.0,1,0,0,1,0,0,89.0,0,8232,0,1,1,0,0,0,0
282,2924.0,6,24,31.882352941176467,2,1975,0,514.0,1,1,0,0,0,1,24.0,0,2280,1,0,0,0,0,0,0
283,3291.0,7,24,34.5,3,2002,1,0.0,1,0,0,0,1,0,68.0,0,8935,1,0,1,0,0,0,0
284,2553.0,7,26,34.913793103448285,2,1992,1,0.0,1,0,0,0,0,0,69.0,0,9125,1,0,1,0,0,0,0
285,3645.0,6,26,33.814814814814824,2,1984,1,299.0,1,0,0,0,0,0,69.0,0,11075,0,1,1,0,0,0,0
286,5496.0,9,31,36.770833333333336,4,2008,0,1758.0,4,0,0,0,0,1,113.0,1,13438,0,0,0,0,0,0,1
287,3849.0,5,21,31.02439024390244,2,1991,1,55.0,1,1,1,0,0,0,82.0,0,11070,0,0,0,0,0,0,0
288,3456.0,7,24,33.13793103448276,3,2005,1,0.0,1,0,0,0,1,0,65.0,0,7800,1,0,1,0,0,0,0
289,3672.0,7,24,31.02439024390244,2,1998,1,1309.0,4,0,0,0,0,0,78.0,0,7060,0,0,1,0,0,0,0
290,4232.0,5,20,31.02439024390244,2,1970,0,149.0,1,1,0,0,0,1,69.0,0,11836,0,0,0,0,0,0,0
291,2432.0,4,19,30.33225806451613,2,1956,0,0.0,1,1,0,0,0,1,60.0,0,8382,0,0,0,0,0,0,0
292,3218.0,7,25,33.87356321839081,2,1992,0,0.0,1,0,0,0,0,1,102.0,0,10192,0,0,1,0,0,0,0
293,2461.0,6,24,34.5,3,2004,1,662.0,2,0,0,0,0,0,69.0,0,4426,0,0,1,0,0,0,0
294,2579.0,7,23,31.882352941176467,2,1975,0,435.0,1,1,0,0,0,1,24.0,0,2280,0,0,0,0,0,0,0
295,3320.0,6,28,33.814814814814824,2,1997,1,1003.0,2,1,0,0,0,0,69.0,0,2887,0,0,0,0,0,0,1
296,1934.0,6,21,29.607361963190183,2,2003,0,0.0,1,1,1,0,0,0,60.0,0,8520,0,0,0,0,1,0,0
297,1968.0,4,21,27.41666666666667,2,1973,0,462.0,4,1,0,0,0,1,21.0,0,1596,0,0,0,0,0,1,0
298,2966.0,5,21,35.43661971830985,2,2005,0,312.0,1,1,0,0,0,0,78.0,0,15600,0,0,0,0,1,0,0
299,3407.0,7,24,34.5,3,2004,1,0.0,1,1,0,0,1,0,65.0,0,9313,1,0,0,0,0,0,0
300,3142.0,8,26,37.70588235294117,3,1995,1,560.0,4,1,0,0,0,0,22.0,0,11064,1,1,0,0,0,0,0
301,3624.0,5,20,25.6231884057971,2,1958,0,330.0,1,0,0,0,0,1,75.0,0,9000,0,0,1,0,0,0,0
302,2502.0,7,25,35.43661971830985,2,1950,0,275.0,1,1,0,0,0,1,75.0,0,12000,1,0,0,0,0,0,0
303,1932.0,4,22,28.17021276595745,2,1954,0,0.0,3,1,0,0,0,1,62.0,0,7692,0,0,0,0,0,0,0
304,3507.0,6,21,30.33225806451613,2,1958,0,923.0,1,0,0,0,0,1,81.0,0,14267,1,1,1,0,0,0,0
305,2263.0,5,20,34.5,2,1975,0,330.0,1,1,0,0,0,1,75.0,0,9675,0,1,0,0,0,0,0
306,2130.0,4,20,33.13793103448276,1,1950,0,0.0,1,1,0,0,0,1,60.0,0,8400,0,0,0,0,0,0,0
307,2773.0,6,21,30.33225806451613,2,1950,0,0.0,1,1,1,0,0,1,50.0,0,7500,1,0,0,0,0,0,0
308,3448.0,6,22,29.607361963190183,2,1950,0,319.0,1,1,1,0,0,0,60.0,0,9600,1,0,0,0,1,0,0
309,3208.0,8,28,39.42105263157895,3,1984,0,1036.0,3,1,0,0,0,1,69.0,0,5814,0,0,0,0,0,0,0
310,4736.0,8,29,34.5,3,2003,1,1538.0,4,0,0,0,0,0,69.0,0,14860,0,1,1,0,0,0,0
311,3631.0,6,25,33.87356321839081,2,1971,0,416.0,1,0,0,0,1,1,69.0,0,14803,1,0,1,0,0,0,0
312,2593.0,4,17,28.17021276595745,1,1950,0,0.0,1,1,1,0,0,0,50.0,0,7550,0,0,0,0,1,0,0
313,3348.0,7,24,36.49230769230768,3,2007,1,812.0,1,0,0,0,1,0,65.0,1,8125,0,0,0,0,0,0,0
314,3215.0,5,23,29.990990990990987,2,1962,0,0.0,1,1,0,0,0,1,40.0,0,13673,1,0,0,0,0,0,0
315,1924.0,4,20,27.41666666666667,2,1970,0,408.0,1,1,0,0,0,1,21.0,0,1533,1,0,0,0,0,0,0
316,4770.0,9,30,40.459016393442624,4,2005,1,456.0,1,0,0,0,0,0,61.0,0,7658,0,1,1,0,0,0,0
317,4711.0,9,30,39.42105263157895,3,2006,1,205.0,4,0,0,1,1,0,63.0,0,12292,1,1,1,0,0,1,1
318,4726.0,9,26,34.5,3,2007,1,0.0,1,1,0,0,0,0,122.0,0,11923,0,0,0,0,0,0,0
319,4864.0,7,28,38.60416666666666,3,1994,1,228.0,3,0,0,0,1,0,91.0,0,10010,1,1,1,0,0,0,0
320,2999.0,5,20,29.607361963190183,2,1950,0,360.0,1,1,1,0,0,1,69.0,0,12358,1,0,0,0,0,0,0
321,3205.0,7,28,34.913793103448285,3,2004,1,0.0,1,1,0,0,1,0,63.0,0,8577,1,0,0,0,0,1,0
322,3760.0,7,24,36.49230769230768,3,2008,1,0.0,1,1,0,0,0,0,72.0,0,8640,0,1,0,0,0,0,0
323,2179.0,5,20,31.02439024390244,2,1984,0,516.0,1,1,0,0,0,1,62.0,0,10447,0,0,0,0,0,0,0
324,2606.0,5,21,30.33225806451613,2,1968,0,758.0,1,1,0,0,0,1,80.0,0,9600,0,0,0,0,0,0,0
325,2645.0,6,22,29.5625,2,1950,1,305.0,1,1,1,0,0,0,69.0,0,4899,0,0,0,0,0,0,1
326,4593.0,5,20,33.87356321839081,2,1973,0,0.0,1,0,1,0,0,1,87.0,0,9246,0,0,1,0,0,0,0
327,2681.0,6,24,31.882352941176467,2,1976,0,120.0,1,1,0,0,0,1,69.0,0,4928,0,0,0,0,0,0,0
328,7604.0,8,28,38.60416666666666,3,1993,1,1231.0,1,1,0,0,0,0,69.0,0,12692,0,1,0,0,0,0,0
329,2954.0,5,20,29.990990990990987,2,1968,0,812.0,1,1,1,0,0,1,84.0,0,7476,1,0,0,0,0,0,0
330,2786.0,5,26,35.43661971830985,2,2003,1,0.0,1,1,1,0,0,0,53.0,0,5362,0,0,0,0,0,0,0
331,3531.0,6,26,33.87356321839081,2,2003,0,0.0,1,0,0,0,0,1,78.0,0,12090,1,1,1,0,0,1,0
332,6450.0,10,31,40.459016393442624,4,2006,1,1082.0,4,0,0,0,1,0,96.0,0,12539,1,1,1,0,0,1,0
333,3747.0,6,21,29.921052631578952,2,1994,0,0.0,1,1,1,0,0,0,69.0,0,11888,0,0,0,0,1,0,0
334,2842.0,5,15,29.5625,2,1995,1,0.0,2,1,0,0,0,0,69.0,0,7082,0,0,0,1,0,0,0
335,3908.0,7,27,34.913793103448285,3,1999,1,772.0,1,0,0,0,1,0,69.0,0,8755,1,0,1,0,0,1,0
336,2535.0,6,20,29.607361963190183,2,1998,1,0.0,1,1,1,0,0,0,68.0,0,4080,0,0,0,0,0,0,0
337,4815.0,4,25,31.02439024390244,2,1975,0,1159.0,3,0,0,0,0,1,69.0,1,32463,0,0,0,0,0,0,0
338,4010.0,8,30,36.49230769230768,3,2007,1,745.0,3,1,0,1,1,0,112.0,0,12217,1,1,0,0,0,0,0
339,2834.0,8,24,39.42105263157895,3,1986,0,0.0,1,1,0,0,0,1,69.0,0,3696,1,0,0,0,0,0,0
340,2758.0,5,19,30.33225806451613,2,1959,0,369.0,1,1,0,0,0,1,70.0,0,7560,0,0,0,0,0,0,0
341,2545.0,6,23,35.43661971830985,2,1996,1,0.0,1,1,1,0,0,0,55.0,0,10592,1,1,0,0,0,0,0
342,2338.0,6,20,28.210526315789476,2,1971,0,358.0,1,0,1,0,0,1,21.0,0,1680,1,0,1,0,0,0,0
343,2052.0,6,20,30.33225806451613,2,1958,0,513.0,4,0,0,0,0,1,75.0,0,10382,0,1,1,0,0,0,0
344,3149.0,7,24,28.17021276595745,3,2004,1,0.0,1,0,1,0,0,0,24.0,1,2522,0,0,0,0,0,0,0
345,3645.0,6,24,33.13793103448276,3,1993,1,758.0,1,1,0,0,1,0,70.0,0,9370,1,0,0,0,0,0,0
346,2060.0,4,23,29.990990990990987,2,2001,0,648.0,3,1,0,0,0,1,69.0,0,10246,0,0,0,0,0,0,0
347,3116.0,6,24,33.87356321839081,2,1975,0,550.0,1,1,0,0,1,1,85.0,0,11475,1,0,0,0,0,0,0
348,4962.0,8,29,36.49230769230768,3,2007,1,0.0,3,0,0,1,0,0,75.0,0,9986,0,0,1,0,0,0,0
349,2496.0,5,22,31.02439024390244,2,1991,1,458.0,1,1,1,0,1,0,63.0,0,10475,1,0,0,0,0,0,0
350,2344.0,6,25,29.921052631578952,2,1950,0,264.0,1,1,1,0,0,1,50.0,0,6000,1,0,0,0,0,0,0
351,1508.0,4,19,29.990990990990987,2,2001,0,0.0,1,1,0,0,0,1,50.0,0,4280,0,0,0,0,0,0,0
352,2454.0,5,20,30.33225806451613,2,1955,0,648.0,1,1,0,0,0,1,119.0,0,10895,0,0,0,0,0,0,0
353,2892.0,6,24,30.33225806451613,2,1950,0,0.0,1,1,0,0,0,1,78.0,0,17503,0,0,0,0,0,0,0
354,2778.0,6,20,30.33225806451613,2,1963,0,0.0,1,0,0,0,0,1,109.0,0,9723,0,1,1,0,0,0,0
355,5244.0,9,29,40.459016393442624,4,2007,1,48.0,3,0,0,1,0,0,90.0,0,11694,0,1,1,0,0,0,0
356,2695.0,3,12,25.6231884057971,1,1982,0,0.0,1,1,0,0,0,1,105.0,0,8470,0,1,0,1,0,0,0
357,2708.0,6,20,29.921052631578952,3,2000,0,0.0,1,1,1,0,0,0,50.0,0,6000,0,0,0,0,1,0,0
358,2566.0,5,22,28.17021276595745,2,1999,0,0.0,2,0,0,0,0,1,70.0,1,10519,0,1,0,0,0,0,0
359,6003.0,8,27,38.60416666666666,3,1995,1,1696.0,4,0,0,0,0,0,91.0,0,10437,1,1,1,0,0,0,0
360,2870.0,5,23,30.33225806451613,2,1975,0,373.0,2,1,0,0,0,1,65.0,0,7514,0,1,0,0,0,0,0
361,5978.0,9,31,40.459016393442624,3,2006,1,0.0,4,0,0,0,1,0,118.0,0,13654,1,0,1,0,0,1,0
362,2000.0,3,19,29.607361963190183,2,1950,1,0.0,1,1,1,0,0,0,48.0,0,5747,0,0,0,0,0,0,0
363,2650.0,5,22,29.5625,2,2000,0,182.0,1,1,1,0,0,0,55.0,0,4500,0,0,0,0,1,0,0
364,4378.0,8,28,36.49230769230768,3,2007,1,1220.0,1,0,0,1,0,0,91.0,0,11830,0,0,1,0,0,0,0
365,3015.0,5,19,30.33225806451613,2,1952,0,507.0,1,1,1,0,0,1,71.0,0,8520,0,0,0,0,0,0,0
366,2394.0,5,21,30.33225806451613,2,1962,0,734.0,3,1,0,0,0,1,66.0,0,6760,0,0,0,0,0,0,0
367,2352.0,5,18,29.5625,2,1950,0,384.0,1,1,1,0,0,1,51.0,0,6191,0,0,0,0,0,0,0
368,3256.0,5,21,30.33225806451613,2,1963,0,776.0,2,0,0,0,0,1,80.0,0,8700,0,1,1,0,0,0,0
369,3581.0,8,30,36.770833333333336,3,2010,1,0.0,1,0,0,1,1,0,92.0,0,12003,1,0,1,0,0,1,0
370,3002.0,6,24,30.33225806451613,2,1964,0,939.0,1,1,0,0,0,1,69.0,0,12700,0,0,0,0,0,0,0
371,2780.0,7,24,35.43661971830985,2,1984,0,410.0,1,1,0,0,0,1,75.0,0,13125,1,0,0,0,0,0,0
372,2611.0,5,21,29.990990990990987,2,1963,1,181.0,1,1,1,0,0,0,69.0,0,8638,0,0,0,0,0,0,0
373,2314.0,7,26,34.913793103448285,2,2000,1,0.0,1,1,0,0,0,0,76.0,0,9967,1,0,0,0,0,1,0
374,3312.0,8,21,29.607361963190183,3,2003,0,0.0,1,1,1,0,0,0,60.0,0,9600,0,0,0,0,1,0,0
375,2366.0,5,20,30.33225806451613,2,1953,1,624.0,1,1,1,0,0,0,69.0,0,12774,0,1,0,0,0,0,0
376,3298.0,5,23,30.33225806451613,2,1959,0,748.0,3,0,0,0,0,1,70.0,0,8163,0,0,1,0,0,0,0
377,2843.0,5,20,30.33225806451613,2,1961,0,0.0,1,1,0,0,0,1,90.0,0,9900,0,0,0,0,0,0,0
378,6377.0,7,27,30.33225806451613,2,1973,0,1880.0,4,0,0,0,0,1,95.0,0,13651,0,0,1,0,0,0,0
379,2073.0,5,18,25.6231884057971,2,1996,0,0.0,1,1,1,0,0,0,60.0,0,7200,0,0,0,0,1,0,0
380,2544.0,5,22,29.607361963190183,2,1958,0,0.0,1,1,1,0,0,1,65.0,0,9750,0,1,0,0,0,0,0
381,3064.0,6,25,34.913793103448285,2,1998,1,0.0,1,1,0,0,1,0,73.0,0,11184,1,0,0,0,0,0,0
382,3212.0,6,16,29.607361963190183,2,1950,0,0.0,1,1,0,0,0,1,92.0,0,5520,0,0,0,1,0,0,0
383,2200.0,6,19,30.33225806451613,2,1954,0,0.0,1,1,1,0,0,1,64.0,0,6390,0,0,0,0,0,0,0
384,4656.0,6,24,33.87356321839081,2,1980,0,625.0,1,0,0,0,0,1,79.0,0,10240,0,0,1,0,0,0,0
385,4089.0,7,28,34.5,3,2005,1,56.0,4,0,0,0,0,0,78.0,0,9316,0,0,1,0,0,0,0
386,2025.0,5,22,34.5,2,1972,0,437.0,1,1,1,0,0,1,60.0,0,7200,0,0,0,0,0,0,0
387,4584.0,7,26,40.459016393442624,3,2006,1,0.0,1,0,0,1,0,0,108.0,1,12228,0,1,0,0,0,0,0
388,3898.0,5,24,29.990990990990987,2,1993,0,570.0,1,1,0,0,0,1,78.0,0,10335,1,0,0,0,0,0,0
389,3269.0,6,20,31.02439024390244,2,1976,0,539.0,3,0,0,0,0,1,69.0,0,12328,0,0,1,0,0,0,0
390,2441.0,6,14,29.990990990990987,2,1978,0,0.0,0,1,0,0,0,0,68.0,0,8930,0,0,0,0,0,0,0
391,2617.0,6,21,33.13793103448276,2,1985,1,338.0,1,1,0,0,0,0,81.0,0,9672,0,1,0,0,0,0,0
392,4734.0,9,29,40.459016393442624,3,2006,1,0.0,3,0,0,1,1,0,120.0,0,13975,1,1,1,0,0,1,0
393,2962.0,6,23,28.17021276595745,2,1976,0,422.0,3,1,1,0,0,1,94.0,0,7819,0,0,0,0,0,0,0
394,3741.0,4,21,29.607361963190183,2,1950,1,0.0,1,1,1,0,0,0,60.0,0,11340,0,0,0,0,0,0,0
395,2199.0,6,20,28.210526315789476,2,1972,0,276.0,1,0,1,0,0,1,21.0,0,1680,1,0,1,0,0,0,0
396,1795.0,6,21,29.5625,2,1950,0,368.0,1,1,1,0,0,1,65.0,0,6001,0,0,0,0,0,0,0
397,2643.0,6,22,33.87356321839081,2,1968,0,0.0,1,0,0,0,0,1,78.0,0,11700,1,0,1,0,0,0,0
398,5114.0,9,30,40.459016393442624,4,2010,1,0.0,1,0,0,1,1,0,102.0,1,12858,1,0,0,0,0,0,0
399,3460.0,5,24,30.33225806451613,2,1960,0,697.0,1,0,0,0,0,1,73.0,0,9300,0,0,1,0,0,0,0
400,3233.0,5,24,33.13793103448276,2,1979,0,1086.0,3,0,1,0,0,1,64.0,1,7018,2,0,0,0,0,0,0
401,2488.0,6,20,28.17021276595745,2,1950,0,551.0,1,1,1,0,0,0,54.0,0,6629,0,0,0,0,1,0,0
402,2461.0,5,21,34.5,2,1976,0,182.0,3,1,0,0,0,1,75.0,0,10650,0,0,0,0,0,0,0
403,3017.0,6,24,36.49230769230768,3,2000,1,378.0,1,0,1,0,0,0,69.0,0,2117,1,0,1,0,0,0,0
404,5277.0,8,29,40.459016393442624,3,2002,1,578.0,4,0,0,0,1,0,105.0,0,13650,1,0,1,0,0,0,0
405,2774.0,6,26,34.913793103448285,2,2000,1,683.0,1,1,0,0,1,0,42.0,0,8433,1,0,0,0,0,0,0
406,2327.0,6,14,28.210526315789476,2,1971,0,0.0,1,0,0,0,0,1,21.0,0,1680,1,0,1,1,0,0,0
407,2454.0,5,20,29.607361963190183,2,1954,0,0.0,1,1,0,0,0,1,50.0,0,6000,0,0,0,0,0,1,0
408,2442.0,4,19,25.6231884057971,2,1950,0,0.0,1,1,1,0,0,0,50.0,0,8500,0,0,0,0,1,0,0
409,2290.0,6,15,25.6231884057971,2,2006,1,0.0,1,1,0,0,0,0,60.0,0,6882,1,0,0,1,0,0,0
410,2303.0,4,21,25.6231884057971,1,1950,0,0.0,1,1,1,0,0,1,66.0,0,8712,0,1,0,0,0,0,0
411,3334.0,6,24,28.17021276595745,2,1976,0,751.0,1,0,0,0,0,1,69.0,0,7917,1,1,1,0,0,0,0
412,2467.0,5,30,25.6231884057971,2,1955,0,403.0,1,1,1,0,0,1,71.0,0,6900,0,0,0,0,0,0,0
413,2842.0,6,24,29.5625,2,1950,0,0.0,1,1,1,0,0,0,60.0,0,9900,0,0,0,0,1,0,0
414,4895.0,9,30,28.17021276595745,4,2008,1,1234.0,1,0,0,0,0,0,86.0,1,13286,0,1,0,0,0,0,0
415,4291.0,7,24,29.990990990990987,2,1980,0,288.0,1,1,0,0,0,1,107.0,0,12888,1,0,0,0,0,0,0
416,2414.0,5,21,31.02439024390244,2,1983,0,301.0,3,1,0,0,0,1,69.0,0,8885,0,0,0,0,0,0,0
417,2803.0,6,28,34.913793103448285,3,2006,1,0.0,1,1,0,1,1,0,62.0,0,8857,1,0,0,0,0,0,0
418,3175.0,5,23,34.913793103448285,3,1997,1,450.0,1,1,0,0,0,0,53.0,0,14137,0,0,0,0,0,0,0
419,2433.0,6,24,35.43661971830985,2,1950,0,0.0,1,1,1,0,0,0,53.0,0,6720,0,0,0,0,1,0,0
