,Total SF,Overall Qual,Interior Qual,Neighborhood Score,Exter Qual,Age at sale,Garage Finish,Year Remod/Add,Full Bath,Foundation_PConc,BsmtFin SF 1,Bsmt Exposure,Mas Vnr Type_None,Garage Type_Detchd,Sale Type_New,Garage Type_Attchd,MS SubClass_C060,Foundation_CBlock,BsmtFin Type 1,Exterior 1st_VinylSd,Lot Frontage,Exterior 2nd_VinylSd,Mas Vnr Type_Stone,Lot Area,Lot Shape,Paved Drive,Bsmt Full Bath,Half Bath,MS Zoning_RM,Roof Style_Hip,Mas Vnr Type_BrkFace,Roof Style_Gable,MS SubClass_C030,MS Zoning_RL,Garage Type_NA,Foundation_BrkTil,Garage Type_BuiltIn,Sale Type_WD ,Land Contour_HLS,House Style_2Story
420,3112.0,6,25,34.91379310344828,3,11,3,1999,2,1,476.0,1,1,0,0,1,1,0,6,1,60.0,1,0,7500,3,2,1.0,1,0,0,0,1,0,1,0,0,0,1,0,1
421,2942.0,6,24,33.13793103448276,2,2,1,2004,1,1,941.0,1,1,1,1,0,0,0,5,1,63.0,1,0,13072,3,2,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0
422,4700.0,8,28,36.770833333333336,3,1,2,2007,2,1,0.0,3,0,0,1,1,0,0,1,1,67.0,1,1,10656,2,2,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0
423,3255.0,5,27,29.5625,2,70,1,1950,1,0,569.0,1,0,1,0,0,0,0,5,0,60.0,0,0,7200,3,2,1.0,1,0,0,1,1,0,1,0,1,0,1,0,0
424,3487.0,6,26,30.33225806451613,2,41,2,2000,2,1,901.0,2,1,0,0,1,0,0,5,0,80.0,1,0,8800,3,2,1.0,0,0,1,0,0,0,1,0,0,0,1,0,0
425,3309.0,7,23,29.607361963190183,2,92,1,1970,1,0,390.0,2,1,1,0,0,0,0,3,0,60.0,0,0,10800,3,0,0.0,1,1,0,0,1,0,0,0,1,0,1,0,0
426,2056.0,5,14,25.6231884057971,1,55,0,1951,2,0,0.0,2,1,0,0,0,0,1,1,0,50.0,0,0,9000,3,2,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0
427,2795.0,6,22,29.99099099099099,2,30,1,1978,1,0,528.0,3,0,0,0,1,0,1,5,0,80.0,0,0,13014,3,2,1.0,0,0,0,1,1,0,1,0,0,0,1,0,0
428,4655.0,7,27,34.91379310344828,3,10,3,1999,2,1,913.0,1,0,0,0,0,1,0,5,1,69.0,1,0,15896,1,2,1.0,1,0,0,1,1,0,1,0,0,1,1,0,1
429,3470.0,8,26,39.421052631578945,3,15,2,1993,2,1,733.0,1,1,0,0,1,0,0,6,0,41.0,0,0,5395,2,2,1.0,0,0,0,0,1,0,1,0,0,0,1,1,0
430,2193.0,7,24,36.49230769230769,3,3,1,2004,2,1,239.0,1,1,1,0,0,0,0,6,0,69.0,0,0,5105,1,2,0.0,1,0,0,0,1,0,0,0,0,0,1,0,1
431,3947.0,8,28,34.5,3,6,2,2002,2,1,804.0,1,1,0,0,1,1,0,6,1,75.0,1,0,9473,3,2,1.0,1,0,0,0,1,0,1,0,0,0,1,0,1
432,974.0,2,16,29.5625,2,89,1,1950,1,0,290.0,1,1,1,0,0,0,1,3,0,60.0,0,0,8400,3,0,0.0,0,0,0,0,1,1,1,0,0,0,1,0,0
433,2439.0,5,23,28.170212765957448,2,32,2,1976,1,0,456.0,4,0,0,0,0,0,1,5,0,64.0,0,0,12102,3,2,0.0,0,0,0,1,1,0,1,0,0,1,1,0,0
434,4109.0,7,28,34.5,3,5,2,2003,2,1,0.0,1,1,0,0,0,1,0,1,1,41.0,1,0,10905,1,2,0.0,1,0,0,0,1,0,1,0,0,1,1,0,1
435,2848.0,7,23,34.91379310344828,2,15,2,1993,2,1,0.0,1,0,0,0,1,0,0,1,0,69.0,0,0,9556,2,2,0.0,0,0,0,1,1,0,1,0,0,0,1,0,0
436,2560.0,6,18,29.5625,2,61,1,1950,1,0,780.0,3,1,0,0,1,0,1,4,0,58.0,0,0,6430,3,2,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0
437,1152.0,4,4,28.170212765957448,2,53,0,1955,2,1,0.0,0,1,0,0,0,0,0,0,0,65.0,0,0,6040,3,0,0.0,0,0,0,0,1,0,1,1,0,0,1,0,0
438,4333.0,6,26,30.33225806451613,2,43,1,2008,2,0,1387.0,1,0,0,0,1,0,1,5,0,80.0,0,0,14695,2,2,1.0,0,0,0,1,1,0,1,0,0,0,1,0,0
439,2456.0,7,22,29.607361963190183,2,89,1,1988,1,1,624.0,1,1,1,0,0,0,0,5,1,50.0,1,0,9000,3,2,0.0,0,1,1,0,0,0,0,0,0,0,1,0,1
440,3950.0,7,24,36.770833333333336,3,1,3,2007,2,1,0.0,1,1,0,1,1,0,0,1,1,67.0,1,0,8368,2,2,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0
441,3496.0,5,21,34.91379310344828,2,38,1,1990,1,0,1047.0,4,1,0,0,0,0,1,5,0,195.0,0,0,41600,2,0,1.0,1,0,0,0,1,0,1,0,0,0,1,0,0
442,2211.0,5,22,31.024390243902438,2,25,1,1983,1,0,534.0,1,1,0,0,1,0,1,6,1,59.0,1,0,6490,3,2,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0
443,3228.0,7,26,29.5625,2,87,1,1950,2,0,0.0,1,0,0,0,1,0,0,1,0,60.0,0,0,7290,3,2,0.0,0,0,0,1,1,1,1,0,1,0,1,0,0
444,2858.0,7,22,30.33225806451613,2,35,3,2004,1,0,626.0,1,0,0,0,1,1,1,5,0,69.0,0,0,7472,2,2,1.0,1,0,0,1,1,0,1,0,0,0,1,0,1
445,2226.0,5,14,30.33225806451613,2,44,0,1962,1,0,953.0,3,1,0,0,0,0,1,5,0,70.0,0,0,7000,3,2,1.0,0,0,0,0,1,0,1,1,0,0,1,0,0
446,4441.0,6,23,33.87356321839081,2,39,2,1970,2,0,0.0,1,0,0,0,1,0,1,1,0,69.0,0,0,11717,2,2,0.0,0,0,1,1,0,0,1,0,0,0,1,0,0
447,4198.0,8,27,34.91379310344828,3,6,2,2000,2,1,0.0,1,0,0,0,1,1,0,1,1,106.0,1,0,11194,2,2,0.0,1,0,0,1,1,0,1,0,0,0,1,0,1
448,3987.0,7,27,34.5,2,8,2,1998,2,1,796.0,2,0,0,0,1,1,0,5,1,90.0,1,0,11250,2,2,0.0,1,0,0,1,1,0,1,0,0,0,1,0,1
449,2889.0,6,24,34.5,3,4,3,2005,2,1,193.0,1,1,0,0,1,1,0,6,1,64.0,1,0,8633,3,2,1.0,1,0,0,0,1,0,1,0,0,0,1,0,1
450,2200.0,5,22,30.33225806451613,2,38,2,1968,1,0,744.0,4,1,0,0,1,0,1,6,0,70.0,0,0,8400,3,2,1.0,0,0,0,0,1,0,1,0,0,0,1,0,0
451,3420.0,8,29,36.49230769230769,3,2,3,2007,2,1,666.0,1,1,0,0,1,0,0,6,1,87.0,1,0,10037,3,2,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0
452,2017.0,6,23,29.99099099099099,2,31,3,1978,1,0,456.0,4,0,0,0,0,0,1,6,0,69.0,0,0,8014,2,2,0.0,0,0,0,1,1,0,1,0,0,0,1,0,0
453,3237.0,5,23,34.5,2,30,1,1978,1,0,781.0,2,0,0,0,1,0,1,5,0,69.0,0,0,12250,2,2,1.0,0,0,0,1,1,0,1,0,0,0,1,0,0
454,2156.0,7,24,36.49230769230769,3,7,2,2003,2,1,244.0,1,1,0,0,1,0,0,6,1,69.0,1,0,2403,2,2,0.0,1,0,0,0,1,0,0,0,0,0,1,0,1
455,2354.0,6,24,25.6231884057971,2,69,1,1950,2,0,0.0,1,1,1,0,0,0,0,1,0,50.0,0,0,8600,3,0,0.0,0,1,0,0,1,0,0,0,1,0,1,0,0
456,3018.0,5,25,35.436619718309856,2,69,1,1950,1,0,728.0,1,1,1,0,0,0,1,5,0,60.0,0,0,13680,3,2,1.0,1,0,0,0,1,0,1,0,0,0,1,1,0
457,2382.0,5,18,29.607361963190183,2,112,0,1999,1,0,0.0,3,1,0,0,0,0,1,1,0,60.0,0,0,10800,3,0,0.0,1,0,0,0,1,0,1,1,0,0,1,0,1
458,4208.0,8,27,39.421052631578945,3,15,2,1996,2,1,1180.0,1,1,0,0,1,0,0,6,0,39.0,0,0,5389,2,2,1.0,0,0,0,0,1,0,1,0,0,0,1,0,0
459,2849.0,5,17,29.5625,2,68,1,1950,2,0,930.0,1,1,1,0,0,0,0,2,0,60.0,0,0,10890,3,2,1.0,0,0,0,0,1,0,1,0,1,0,1,0,0
460,2320.0,5,21,30.33225806451613,2,54,2,1955,1,0,100.0,1,1,0,0,1,0,1,3,0,68.0,0,0,9768,3,2,1.0,0,0,0,0,1,0,1,0,0,0,1,0,0
461,3062.0,7,24,34.91379310344828,3,0,3,2007,2,1,0.0,3,1,0,1,1,0,0,1,1,73.0,1,0,8993,2,2,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0
462,2122.0,5,17,29.92105263157895,2,81,1,1950,1,0,0.0,1,1,1,0,0,0,0,1,0,50.0,0,0,11672,1,0,0.0,0,0,0,0,1,1,1,0,1,0,1,0,0
463,3529.0,7,27,33.0,3,9,3,1998,1,1,1102.0,1,0,0,0,1,0,0,6,0,69.0,0,0,9763,2,2,1.0,1,1,0,1,1,0,0,0,0,0,1,0,0
464,1808.0,6,21,29.607361963190183,2,0,1,2008,1,1,96.0,1,1,1,0,0,0,0,6,1,56.0,1,0,9836,3,2,1.0,0,1,0,0,1,0,0,0,0,0,1,0,0
465,5909.0,9,28,38.604166666666664,3,9,3,1998,2,1,672.0,4,0,0,0,1,1,0,6,0,89.0,0,0,10557,2,2,1.0,1,0,0,1,1,0,1,0,0,0,1,0,1
466,3612.0,6,25,33.13793103448276,3,13,2,1994,2,1,814.0,1,0,0,0,1,1,0,6,0,70.0,0,0,8462,2,2,0.0,1,0,0,1,1,0,1,0,0,0,1,0,1
467,3701.0,4,20,29.607361963190183,2,96,1,1950,1,0,0.0,1,1,1,0,0,0,0,1,1,60.0,1,0,10818,3,2,0.0,1,0,0,0,1,0,1,0,1,0,0,0,0
468,3752.0,6,26,35.436619718309856,2,62,1,2002,2,0,774.0,1,1,1,0,0,0,1,5,0,61.0,0,0,7259,2,2,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1
469,4329.0,7,28,36.770833333333336,3,4,3,2004,3,1,766.0,4,0,0,0,0,1,0,6,1,69.0,1,0,11800,2,2,1.0,1,0,0,1,1,0,1,0,0,1,1,0,1
470,3015.0,5,23,30.33225806451613,2,51,2,1994,1,0,340.0,1,1,0,0,1,0,1,2,0,75.0,0,0,7500,3,2,1.0,1,0,1,0,0,0,1,0,0,0,1,0,0
471,4547.0,6,26,33.81481481481482,3,49,3,2006,2,0,697.0,4,0,0,0,1,0,1,3,0,69.0,0,0,159000,1,2,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0
472,2428.0,5,24,28.170212765957448,2,64,1,1950,1,0,230.0,1,1,0,0,0,0,0,2,0,62.0,0,0,6488,3,2,0.0,0,0,0,0,1,0,1,0,1,1,1,0,0
473,4752.0,8,28,40.459016393442624,3,2,2,2007,2,1,0.0,1,0,0,0,1,0,0,1,1,110.0,1,1,14230,3,2,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0
474,2956.0,4,26,35.436619718309856,2,77,1,2003,2,0,189.0,1,1,1,0,0,0,0,6,0,110.0,0,0,7810,2,2,0.0,0,0,0,0,1,0,1,0,1,0,1,1,0
475,5343.0,8,29,36.770833333333336,3,4,3,2002,2,1,1274.0,4,0,0,0,1,0,0,6,1,85.0,1,0,14331,3,2,1.0,0,0,1,1,0,0,1,0,0,0,1,0,0
476,2452.0,7,24,36.49230769230769,3,6,2,2005,2,1,0.0,1,1,1,0,0,0,0,1,0,30.0,0,0,3182,3,2,0.0,1,0,0,0,1,0,0,0,0,0,1,0,1
477,3222.0,5,22,28.210526315789473,2,36,1,1971,1,0,471.0,1,0,1,0,0,0,1,5,0,24.0,0,0,1920,3,2,1.0,1,1,0,1,1,0,0,0,0,0,1,0,1
478,3282.0,6,24,33.13793103448276,3,5,2,2003,2,1,80.0,2,1,0,0,1,1,0,6,1,68.0,1,0,10110,3,2,1.0,1,0,0,0,1,0,1,0,0,0,1,0,1
479,3590.0,7,24,34.5,3,1,2,2006,2,1,0.0,4,1,0,1,1,1,0,1,1,91.0,1,0,10984,2,2,0.0,1,0,0,0,1,0,1,0,0,0,0,0,1
480,6593.0,8,30,39.421052631578945,3,1,2,2006,1,1,1558.0,4,0,0,0,1,0,0,6,1,85.0,1,0,14082,2,2,1.0,1,0,1,1,0,0,1,0,0,0,1,1,0
481,3400.0,6,24,33.13793103448276,3,15,2,1994,2,1,602.0,1,0,0,0,1,1,0,6,0,50.0,0,0,8480,2,2,0.0,1,0,0,1,1,0,1,0,0,0,1,0,1
482,3821.0,6,21,33.81481481481482,2,41,3,2007,2,0,568.0,4,0,0,0,1,1,1,2,0,69.0,0,0,12205,2,2,0.0,1,0,0,1,1,0,1,0,0,0,1,0,1
483,3925.0,8,27,34.5,3,10,3,2000,2,1,1246.0,4,0,0,0,1,0,0,6,1,90.0,1,0,15750,3,2,1.0,0,0,0,1,1,0,1,0,0,0,1,0,0
484,2516.0,5,21,30.33225806451613,2,40,2,1993,1,0,474.0,1,1,0,0,1,0,1,5,0,70.0,0,0,8050,3,2,1.0,0,0,0,0,1,0,1,0,0,0,1,0,0
485,1219.0,5,17,30.33225806451613,2,55,1,2007,1,0,0.0,0,1,1,0,0,0,0,0,1,60.0,1,0,7200,3,2,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0
486,2651.0,6,20,29.607361963190183,2,94,0,2001,2,0,0.0,1,1,0,0,0,0,1,1,0,35.0,0,0,6300,3,2,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0
487,1948.0,5,17,29.607361963190183,2,83,1,2004,1,0,0.0,1,1,1,0,0,0,0,1,0,30.0,0,0,5232,0,0,0.0,0,1,0,0,1,1,0,0,1,0,1,0,0
488,5275.0,9,30,40.459016393442624,3,3,3,2004,2,1,1567.0,4,0,0,0,1,0,0,6,1,72.0,1,0,11846,2,2,1.0,0,0,1,1,0,0,1,0,0,0,1,1,0
489,6044.0,8,28,40.459016393442624,3,7,3,2002,2,1,1075.0,2,0,0,0,1,1,0,6,1,130.0,1,0,16900,3,2,1.0,1,0,0,1,1,0,1,0,0,0,1,0,1
490,3172.0,6,25,34.91379310344828,2,17,2,1993,2,1,0.0,1,1,0,0,0,1,0,1,1,69.0,1,0,9636,2,2,0.0,1,0,0,0,1,0,1,0,0,1,1,0,1
491,3087.0,4,21,28.170212765957448,2,36,2,1972,2,0,920.0,3,1,1,0,0,0,1,4,0,90.0,0,0,10012,3,2,1.0,0,0,0,0,1,0,1,0,0,0,1,0,0
492,5516.0,8,27,38.604166666666664,3,14,3,1994,2,1,1314.0,4,0,0,0,1,0,0,6,0,91.0,0,0,14303,2,2,1.0,0,0,1,1,0,0,1,0,0,0,1,0,0
493,2430.0,6,22,29.5625,2,74,1,1950,1,0,0.0,1,1,1,0,0,0,0,1,0,43.0,0,0,5707,3,2,0.0,1,0,0,0,1,0,1,0,1,0,1,0,1
494,2753.0,6,23,30.33225806451613,2,38,2,2004,1,0,760.0,3,0,0,0,1,0,1,5,0,78.0,0,0,9360,3,2,1.0,0,0,1,1,0,0,1,0,0,0,1,0,0
495,2476.0,5,19,29.607361963190183,2,106,1,1950,1,0,0.0,1,1,1,0,0,0,1,1,0,40.0,0,0,5680,3,0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0
496,2064.0,5,21,30.33225806451613,2,44,1,1962,1,0,468.0,1,1,0,0,1,0,1,4,0,70.0,0,0,7000,3,2,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0
497,2943.0,6,21,29.5625,2,72,1,1950,1,0,0.0,1,1,1,0,0,0,0,1,0,51.0,0,0,10480,3,2,0.0,0,0,0,0,1,0,1,0,1,0,1,0,0
498,5017.0,9,30,40.459016393442624,4,1,2,2008,2,1,0.0,1,0,0,0,1,0,0,1,1,95.0,1,1,11578,3,2,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0
499,1935.0,5,14,33.13793103448276,2,30,1,1979,2,0,0.0,0,1,0,0,1,0,0,0,0,64.0,0,0,7018,3,2,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0
500,3208.0,6,22,33.87356321839081,2,42,1,2000,1,0,400.0,1,0,0,0,1,1,1,6,0,69.0,0,0,9130,3,2,0.0,1,0,1,1,0,0,1,0,0,0,1,0,1
501,1705.0,3,19,29.607361963190183,2,119,1,1998,1,0,0.0,1,1,1,0,0,0,0,1,1,60.0,1,0,10800,3,2,0.0,1,0,0,0,1,1,1,0,1,0,1,0,0
502,3148.0,7,28,34.91379310344828,3,3,3,2004,2,1,0.0,1,1,0,0,1,1,0,1,1,62.0,1,0,8244,2,2,0.0,1,0,0,0,1,0,1,0,0,0,1,0,1
503,2592.0,4,19,29.607361963190183,1,56,1,1953,1,0,0.0,1,1,1,0,0,0,1,1,0,60.0,0,0,6000,3,2,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0
504,3860.0,8,27,37.68181818181818,3,4,3,2003,2,1,1084.0,4,0,0,0,1,0,0,6,1,69.0,1,0,3621,3,2,1.0,0,0,1,1,0,0,1,0,0,0,1,0,0
505,2790.0,6,25,34.91379310344828,3,16,2,1994,2,1,0.0,1,1,0,0,1,1,0,1,1,59.0,1,0,7837,2,2,0.0,1,0,0,0,1,0,1,0,0,0,1,0,1
506,3830.0,7,24,34.5,3,4,2,2003,2,1,1013.0,3,0,0,0,1,0,0,6,1,72.0,1,0,10665,2,2,1.0,0,0,0,1,1,0,1,0,0,0,1,0,0
507,4033.0,5,25,31.024390243902438,3,40,2,1969,1,0,496.0,4,0,0,0,1,1,1,4,1,70.0,1,0,10457,2,2,0.0,1,0,0,1,1,0,1,0,0,0,1,0,1
508,2324.0,5,22,29.99099099099099,2,44,1,1965,1,0,553.0,1,1,1,0,0,0,1,3,0,60.0,0,0,8281,2,2,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0
509,5483.0,9,30,40.459016393442624,4,0,3,2008,2,1,1330.0,3,0,0,1,1,1,0,6,1,67.0,1,1,14948,2,2,1.0,1,0,1,0,0,0,1,0,0,0,0,0,1
510,3001.0,7,27,29.5625,2,80,1,1997,1,0,424.0,1,1,1,0,0,0,0,5,0,43.0,0,0,7000,3,2,1.0,0,0,0,0,1,0,1,0,1,0,1,0,1
511,3824.0,7,27,37.68181818181818,3,4,2,2004,2,1,1087.0,1,0,0,0,1,0,0,6,1,69.0,1,0,3940,3,2,1.0,0,1,1,1,0,0,0,0,0,0,1,0,0
512,3794.0,7,24,34.5,3,9,2,2000,2,1,0.0,1,0,0,0,1,0,0,1,1,93.0,1,0,9382,2,2,0.0,0,0,0,1,1,0,1,0,0,0,1,0,0
513,2339.0,5,22,29.92105263157895,2,82,1,1994,1,1,317.0,1,1,1,0,0,0,0,2,0,55.0,0,0,6854,3,2,1.0,0,0,0,0,1,0,1,0,0,0,1,0,0
514,1311.0,4,15,28.170212765957448,2,49,1,1994,1,0,0.0,0,1,1,0,0,0,0,0,0,69.0,0,0,11515,2,0,0.0,0,0,0,0,1,1,1,0,0,0,1,0,0
515,4351.0,7,24,33.87356321839081,3,18,1,1988,2,1,1002.0,1,0,0,0,1,0,0,6,0,69.0,0,0,13837,2,2,0.0,1,0,0,1,1,0,1,0,0,0,1,0,0
516,4065.0,7,27,33.13793103448276,3,17,3,1994,2,1,750.0,1,0,0,0,1,1,0,6,0,80.0,0,0,9938,3,2,1.0,1,0,0,1,1,0,1,0,0,0,1,0,1
517,5126.0,10,30,36.770833333333336,4,1,3,2007,2,1,0.0,4,0,0,1,1,0,0,1,0,85.0,0,0,12633,2,2,0.0,0,0,1,1,0,0,1,0,0,0,0,1,0
518,3179.0,6,18,25.6231884057971,2,82,1,1950,2,0,522.0,1,1,0,0,1,0,1,4,0,57.0,0,0,6876,3,2,1.0,0,1,0,0,1,0,0,0,0,0,1,0,1
519,4393.0,10,28,36.49230769230769,4,10,3,1999,2,1,128.0,2,1,0,0,1,0,0,4,0,36.0,0,0,3951,2,2,1.0,1,0,0,0,1,0,0,0,0,0,1,0,1
520,3593.0,5,20,29.607361963190183,3,106,1,2005,2,1,0.0,1,1,1,0,0,0,0,1,0,62.0,0,0,9856,3,2,0.0,0,1,1,0,0,0,0,0,0,0,1,0,1
521,2062.0,4,20,28.170212765957448,2,61,1,1950,1,0,0.0,1,1,0,0,1,0,1,1,0,84.0,0,0,17808,3,0,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0
522,3978.0,7,26,31.024390243902438,2,13,3,1994,2,1,758.0,3,0,0,0,1,1,0,2,0,74.0,0,0,9627,3,2,0.0,1,0,0,1,1,0,1,0,0,0,1,0,1
523,2517.0,6,24,29.92105263157895,2,70,1,1950,1,0,0.0,1,1,1,0,0,0,1,1,0,50.0,0,0,6000,3,2,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0
524,2578.0,5,22,34.5,2,15,2,1994,1,1,755.0,1,1,0,0,1,0,0,5,1,65.0,1,0,9757,3,2,1.0,0,0,0,0,1,0,1,0,0,0,1,0,0
525,2940.0,5,21,28.170212765957448,2,56,1,1951,1,0,557.0,1,1,1,0,0,0,1,5,0,58.0,0,0,9280,3,2,1.0,0,0,0,0,1,0,1,0,0,0,1,0,0
526,5955.0,9,30,40.459016393442624,4,1,3,2005,2,1,1505.0,4,0,0,0,1,0,0,6,1,120.0,1,0,14780,2,2,1.0,0,0,1,1,0,0,1,0,0,0,1,1,0
527,2681.0,4,20,29.607361963190183,2,100,1,1950,1,0,0.0,1,1,1,0,0,0,1,1,1,60.0,1,0,7740,3,2,0.0,0,1,0,0,1,0,0,0,0,0,1,0,1
528,3682.0,6,25,30.33225806451613,2,51,2,1988,2,0,620.0,1,0,0,0,1,0,1,3,0,80.0,0,0,9600,3,2,1.0,0,0,1,0,0,0,1,0,0,0,1,0,0
529,5936.0,10,30,40.459016393442624,4,1,2,2008,2,1,1338.0,4,0,0,0,0,1,0,6,0,97.0,0,1,13478,2,2,1.0,1,0,0,0,1,0,1,0,0,1,0,0,1
530,3430.0,5,14,28.170212765957448,2,50,0,1959,2,0,0.0,1,0,0,0,0,0,1,1,1,65.0,1,0,10926,3,2,0.0,0,0,1,1,0,0,1,1,0,0,1,0,0
531,3387.0,8,25,36.770833333333336,3,8,3,2002,2,1,1005.0,1,0,0,0,1,0,0,6,1,69.0,1,0,6853,2,2,1.0,0,0,0,1,1,0,1,0,0,0,1,0,0
532,4045.0,6,24,30.33225806451613,2,36,1,1971,2,0,838.0,1,0,0,0,1,0,1,4,0,85.0,0,0,10667,3,2,0.0,0,0,0,1,1,0,1,0,0,0,1,0,0
533,2358.0,5,26,28.170212765957448,2,68,1,1950,1,0,626.0,1,1,1,0,0,0,1,3,0,45.0,0,0,8212,3,2,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0
534,4296.0,5,20,29.99099099099099,2,43,1,1963,2,0,1332.0,1,0,1,0,0,0,1,3,0,70.0,0,0,9100,3,2,1.0,0,1,0,1,1,0,0,0,0,0,0,0,0
535,2144.0,5,20,29.607361963190183,2,51,3,1957,1,0,308.0,1,1,0,0,1,0,1,3,0,50.0,0,0,6000,3,2,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0
536,3527.0,7,24,34.5,3,2,2,2006,2,1,0.0,4,1,0,0,1,1,0,1,1,78.0,1,0,9316,3,2,0.0,1,0,0,0,1,0,1,0,0,0,1,0,1
537,2713.0,6,21,30.33225806451613,2,50,1,1958,1,0,570.0,1,0,0,0,1,0,1,4,0,75.0,0,0,9464,3,2,0.0,0,0,1,1,0,0,1,0,0,0,1,0,0
538,3425.0,7,24,34.5,2,11,2,1998,2,1,0.0,3,1,0,0,1,1,0,1,1,80.0,1,0,10400,3,2,0.0,1,0,0,0,1,0,1,0,0,0,1,0,1
539,2769.0,6,20,29.607361963190183,2,96,1,2003,1,0,0.0,1,1,0,0,1,0,1,1,1,59.0,1,0,5310,3,2,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0
540,3294.0,7,24,34.5,3,0,2,2006,2,1,684.0,3,0,0,1,1,0,0,6,1,64.0,1,1,7406,3,2,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0
541,3666.0,9,28,36.49230769230769,3,7,2,2001,1,1,1004.0,3,0,0,0,1,0,0,6,1,69.0,1,0,4538,2,2,1.0,1,0,0,1,1,0,0,0,0,0,1,0,0
542,2139.0,5,15,28.170212765957448,2,68,0,1999,2,0,351.0,1,1,0,0,0,0,0,5,0,62.0,0,0,10106,3,2,1.0,0,0,0,0,1,0,1,1,1,0,1,0,0
543,4020.0,7,27,38.604166666666664,3,14,2,2000,2,1,728.0,1,1,0,0,1,1,0,6,0,69.0,0,0,13346,2,2,1.0,1,0,0,0,1,0,1,0,0,0,1,0,1
544,3375.0,4,22,29.607361963190183,2,107,1,1950,2,1,0.0,1,1,1,0,0,0,0,1,0,57.0,0,0,9639,3,0,0.0,1,1,0,0,1,0,0,0,0,0,1,0,1
545,4072.0,7,27,33.87356321839081,2,41,1,1967,2,0,603.0,1,1,0,0,1,0,1,5,0,69.0,0,0,15387,2,2,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0
546,2768.0,5,20,30.33225806451613,2,52,2,1955,1,0,288.0,1,1,0,0,1,0,1,3,0,75.0,0,0,10050,3,2,1.0,0,0,1,0,0,0,1,0,0,0,1,0,0
547,2794.0,5,20,29.92105263157895,2,70,1,1950,1,0,0.0,1,1,1,0,0,0,0,1,0,69.0,0,0,6240,3,2,0.0,0,1,0,0,1,0,0,0,1,0,1,0,0
548,2374.0,5,19,29.607361963190183,2,83,1,1950,1,1,0.0,1,1,1,0,0,0,0,1,1,45.0,1,0,7506,3,0,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0
549,2538.0,4,20,33.13793103448276,2,40,1,1966,1,0,1056.0,1,1,1,0,0,0,1,3,0,69.0,0,0,8900,3,2,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0
550,2644.0,5,20,30.33225806451613,2,61,1,1950,1,0,442.0,1,1,1,0,0,0,1,3,0,80.0,0,0,8480,3,2,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0
551,2340.0,6,24,29.92105263157895,2,79,2,1950,1,0,0.0,1,1,0,0,0,0,0,1,0,50.0,0,0,6000,3,2,0.0,0,1,0,0,1,0,0,0,1,1,1,0,0
552,3894.0,8,24,36.49230769230769,3,2,2,2005,2,1,769.0,3,0,0,0,1,0,0,6,1,74.0,1,0,8847,3,2,1.0,0,0,0,1,1,0,1,0,0,0,1,0,0
553,2744.0,5,20,30.33225806451613,2,51,2,1959,1,0,856.0,1,0,0,0,1,0,1,4,0,69.0,0,0,8050,2,2,1.0,0,0,1,1,0,0,1,0,0,0,1,0,0
554,2210.0,4,20,30.33225806451613,2,36,1,1971,1,0,0.0,1,1,1,0,0,0,1,1,0,70.0,0,0,8294,3,2,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0
555,1869.0,6,12,25.6231884057971,2,88,0,1950,1,0,0.0,1,1,0,0,0,0,1,1,0,69.0,0,0,7920,2,0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0
556,3137.0,6,24,34.91379310344828,3,5,3,2005,2,1,0.0,1,1,0,0,1,0,0,1,1,100.0,1,0,18494,2,2,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0
557,2229.0,5,20,29.99099099099099,2,42,1,1966,1,1,0.0,1,0,0,0,1,0,0,1,0,69.0,0,0,7162,2,2,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0
